Symbols	EntrezID	EnsemblID	Ensembl_version_id	nCov1	nCov2	Ctrl1	Ctrl2	Ctrl3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gid	Symbol	Tag
MGST1	4257	ENSG00000008394	ENSG00000008394.13	40	90	3361	6340	2131	226,29368475807	-0,236055458142954	0,656076903816502	-0,359798457726195	0,718997856618017	0,833307236054457	ENSG00000008394.13	MGST1	NC
CRY1	1407	ENSG00000008405	ENSG00000008405.12	28	14	1743	2088	1782	91,3679252561785	-0,75274273101805	0,295263022263344	-2,54939722979155	0,0107909310404906	0,0281192043040565	ENSG00000008405.12	CRY1	NC
NFIX	4784	ENSG00000008441	ENSG00000008441.16	12	38	484	530	697	69,2892129618908	1,30948002877896	0,566274798159316	2,31244624171064	0,0207531045800198	0,0484051472562944	ENSG00000008441.16	NFIX	Up
ST3GAL1	6482	ENSG00000008513	ENSG00000008513.16	49	93	18384	13638	13346	558,208652094382	-1,94628374321887	0,410606940449262	-4,7400166716358	2,13700634662599e-06	1,31863841675561e-05	ENSG00000008513.16	ST3GAL1	Down
MED24	9862	ENSG00000008838	ENSG00000008838.20	46	21	4385	4194	4065	180,151599549968	-1,24450661785427	0,220754814731302	-5,63750611450561	1,72530480857165e-08	1,47243361550906e-07	ENSG00000008838.20	MED24	Down
RHOBTB2	23221	ENSG00000008853	ENSG00000008853.16	26	30	4058	3304	2882	143,937599347713	-1,21499195905347	0,27113093911736	-4,48119998038129	7,42245201159688e-06	4,11257405529149e-05	ENSG00000008853.16	RHOBTB2	Down
HEATR5B	54497	ENSG00000008869	ENSG00000008869.12	51	138	17630	17263	13506	631,458103064441	-1,62660690445597	0,538965065044625	-3,01801918148682	0,0025443279960629	0,00790661509964734	ENSG00000008869.12	HEATR5B	Down
SEC62	7095	ENSG00000008952	ENSG00000008952.17	172	118	11707	12182	12283	628,641865937721	-0,60109856020792	0,195494503731247	-3,07475938573839	0,00210672440311276	0,00669678563035902	ENSG00000008952.17	SEC62	NC
RPS20	6224	ENSG00000008988	ENSG00000008988.9	1673	2530	22232	22375	26123	4787,03996897038	2,25406703040028	0,286816552950918	7,85891541896472	3,87473754509553e-15	6,94738179686936e-14	ENSG00000008988.9	RPS20	Up
CSDE1	7812	ENSG00000009307	ENSG00000009307.16	936	948	42682	42004	42996	2990,73450155681	0,226810971631474	0,104041418976274	2,18000651916518	0,0292569783169443	0,0647551240458838	ENSG00000009307.16	CSDE1	NC
UBE3C	9690	ENSG00000009335	ENSG00000009335.18	125	96	9822	9168	7978	471,423977288468	-0,589815168652757	0,141325705864431	-4,17344576519255	3,00027106379777e-05	0,000147901461429774	ENSG00000009335.18	UBE3C	NC
REV3L	5980	ENSG00000009413	ENSG00000009413.15	219	215	4103	4458	4329	569,18849661753	1,48425282811438	0,163839580466114	9,05918352507847	1,31430639186998e-19	3,42069719278702e-18	ENSG00000009413.15	REV3L	Up
FAM76A	199870	ENSG00000009780	ENSG00000009780.15	24	15	1205	1396	1025	65,406194347661	-0,286513022938704	0,363235332646214	-0,788780708229626	0,43024018682148	0,589390399304669	ENSG00000009780.15	FAM76A	NC
TRAF3IP3	80342	ENSG00000009790	ENSG00000009790.15	32	19	772	959	831	74,6559940279972	0,675763966581353	0,290985690169634	2,32232714326057	0,020215327071948	0,047402825195543	ENSG00000009790.15	TRAF3IP3	NC
VTA1	51534	ENSG00000009844	ENSG00000009844.16	142	50	4103	4401	3935	300,302128950191	0,297925422690576	0,396621168636025	0,751158652764646	0,452557180587738	0,613241365791061	ENSG00000009844.16	VTA1	NC
BAZ1B	9031	ENSG00000009954	ENSG00000009954.11	344	244	8299	8554	7192	807,95188541571	0,994875091772726	0,148560272429408	6,69677751328482	2,13065629380491e-11	2,59959415460941e-10	ENSG00000009954.11	BAZ1B	NC
RANBP9	10048	ENSG00000010017	ENSG00000010017.13	122	162	3217	3591	2682	346,242789948368	1,19999636579067	0,25631026897231	4,68181150369871	2,84350891716823e-06	1,71279783416314e-05	ENSG00000010017.13	RANBP9	Up
SPRTN	83932	ENSG00000010072	ENSG00000010072.16	20	2	881	947	877	50,719458638114	-0,403076456736213	0,949582464643273	-0,424477569610171	0,671217560265137	0,802370724565164	ENSG00000010072.16	SPRTN	NC
EEF1AKNMT	51603	ENSG00000010165	ENSG00000010165.20	32	8	3819	3458	3241	128,336347347608	-1,89061152629135	0,602315344672833	-3,1389064599015	0,00169579570633002	0,0055607407099882	ENSG00000010165.20	EEF1AKNMT	Down
DYRK4	8798	ENSG00000010219	ENSG00000010219.13	82	58	1603	1222	982	164,326043333203	1,52468125342785	0,252996190726539	6,02649885379442	1,67549499864387e-09	1,63651937668541e-08	ENSG00000010219.13	DYRK4	Up
ZNF207	7756	ENSG00000010244	ENSG00000010244.18	545	336	14840	15034	13486	1246,18756833676	0,688369751047517	0,174708060592236	3,9401144326944	8,14427506759536e-05	0,00036514207591901	ENSG00000010244.18	ZNF207	NC
UQCRC1	7384	ENSG00000010256	ENSG00000010256.11	31	42	8340	7832	8229	295,090255107743	-2,06535199027263	0,215903215153932	-9,56610112915684	1,11013356068427e-21	3,40451516228108e-20	ENSG00000010256.11	UQCRC1	Down
STARD3NL	83930	ENSG00000010270	ENSG00000010270.13	24	36	3404	4176	3358	159,552502343969	-1,18111993758966	0,250240595029847	-4,71993737646279	2,35917262050024e-06	1,43920241190449e-05	ENSG00000010270.13	STARD3NL	Down
CD9	928	ENSG00000010278	ENSG00000010278.14	36	256	26712	41487	20811	1103,11707778085	-1,85618838111268	0,816397773258248	-2,27363234187255	0,0229881012158233	0,0528950230052199	ENSG00000010278.14	CD9	NC
NCAPD2	9918	ENSG00000010292	ENSG00000010292.13	14	30	4389	3399	4248	157,398569039659	-1,70723798931719	0,46743738661722	-3,65233513235267	0,000259866435359386	0,00103936904694997	ENSG00000010292.13	NCAPD2	Down
IFFO1	25900	ENSG00000010295	ENSG00000010295.19	29	24	6517	6753	6549	229,577466719409	-2,24052774189215	0,230038950995422	-9,73977551278585	2,04004520411419e-22	6,58312033762694e-21	ENSG00000010295.19	IFFO1	Down
PHF7	51533	ENSG00000010318	ENSG00000010318.21	4	18	463	509	424	34,5430234050924	0,350224259223616	0,596623254029417	0,587010742303967	0,557196492088027	0,719560747448003	ENSG00000010318.21	PHF7	NC
NISCH	11188	ENSG00000010322	ENSG00000010322.16	20	42	4663	4775	4237	182,593126013974	-1,49783983129287	0,394245008314504	-3,79926137225303	0,000145127973833171	0,000614528497432638	ENSG00000010322.16	NISCH	Down
STAB1	23166	ENSG00000010327	ENSG00000010327.10	181	2	228	600	195	178,215139278572	3,78248178121248	1,48383888074489	2,54911893083275	0,0107995463966624	0,0281382436596107	ENSG00000010327.10	STAB1	Up
ZNF200	7752	ENSG00000010539	ENSG00000010539.11	36	28	1359	1163	1085	94,2808739174746	0,502517885305313	0,227336637745718	2,21045710136433	0,0270734546190133	0,060678182589611	ENSG00000010539.11	ZNF200	NC
CD4	920	ENSG00000010610	ENSG00000010610.10	32	94	39255	36848	43950	1221,04292820166	-3,63341814895266	0,537369701078615	-6,76148681561246	1,36582748188583e-11	1,69431963102028e-10	ENSG00000010610.10	CD4	Down
LRRC23	10233	ENSG00000010626	ENSG00000010626.15	37	20	530	519	406	74,30961835558	1,73904695749513	0,485445387395405	3,58237404793515	0,000340485792520826	0,00132676519260698	ENSG00000010626.15	LRRC23	Up
BTK	695	ENSG00000010671	ENSG00000010671.15	69	111	21378	18084	19094	717,051393106683	-1,99202574665156	0,27624183688458	-7,21116601712966	5,5474768967685e-13	7,99327468677809e-12	ENSG00000010671.15	BTK	Down
SCMH1	22955	ENSG00000010803	ENSG00000010803.16	38	51	1470	1360	1490	132,974124442944	0,772757190542836	0,293964495989394	2,6287432703122	0,00857010333216489	0,023004130532511	ENSG00000010803.16	SCMH1	NC
FYN	2534	ENSG00000010810	ENSG00000010810.17	62	10	1917	1632	1564	111,354675886907	0,0722609307333049	0,686857769345386	0,105205086057589	0,91621307503116	0,953892650859396	ENSG00000010810.17	FYN	NC
HIVEP2	3097	ENSG00000010818	ENSG00000010818.10	112	74	1157	1458	1135	213,549726428709	1,98114540175193	0,188978189532977	10,483460586896	1,02907825958932e-25	4,05185429022918e-24	ENSG00000010818.10	HIVEP2	Up
ELOA	6924	ENSG00000011007	ENSG00000011007.12	147	78	4703	4694	5095	355,135043558461	0,320114359472161	0,291712321420131	1,09736317586368	0,272482664088544	0,40798386353082	ENSG00000011007.12	ELOA	NC
LYPLA2	11313	ENSG00000011009	ENSG00000011009.11	14	28	4100	3488	3493	144,687304411495	-1,69484784133166	0,321213974561813	-5,27638264693714	1,31758822279473e-07	9,92137009234361e-07	ENSG00000011009.11	LYPLA2	Down
CLCN6	1185	ENSG00000011021	ENSG00000011021.23	53	14	3109	3471	2429	141,833881780343	-0,834440829445663	0,532687554442531	-1,56647329656298	0,117237855325671	0,202164066238171	ENSG00000011021.23	CLCN6	NC
BTBD7	55727	ENSG00000011114	ENSG00000011114.15	10	36	275	277	258	50,2859503667476	2,14426755644353	0,57937400221832	3,70100754993063	0,000214745085962989	0,000875182911475325	ENSG00000011114.15	BTBD7	Up
ABHD5	51099	ENSG00000011198	ENSG00000011198.10	82	227	16095	13365	14929	709,641506189901	-0,839392199666712	0,482487505657871	-1,73971800269149	0,0819085466184296	0,150540303941438	ENSG00000011198.10	ABHD5	NC
ANOS1	3730	ENSG00000011201	ENSG00000011201.12	20	112	11826	11634	12577	455,849797087755	-1,81169055840929	0,823802585145949	-2,19918047245302	0,0278650922805091	0,0621350226995524	ENSG00000011201.12	ANOS1	NC
AKAP8L	26993	ENSG00000011243	ENSG00000011243.18	27	13	2595	2462	2247	105,379348555382	-1,19488691615602	0,259020250573566	-4,61310230960745	3,96702908942678e-06	2,32126269364445e-05	ENSG00000011243.18	AKAP8L	Down
MBTD1	54799	ENSG00000011258	ENSG00000011258.16	42	59	2468	2473	2526	168,504695918297	0,121146394656804	0,326133276969714	0,371462844216457	0,710292825397451	0,82817415990858	ENSG00000011258.16	MBTD1	NC
UTP18	51096	ENSG00000011260	ENSG00000011260.14	62	54	5370	5000	4577	245,568805177894	-0,694509986425745	0,157823521602277	-4,40054802588898	1,0797782510832e-05	5,80617129609473e-05	ENSG00000011260.14	UTP18	NC
RNF216	54476	ENSG00000011275	ENSG00000011275.18	124	86	4376	4510	4341	322,679860934079	0,331262032937195	0,220702322723227	1,50094493274824	0,133369805125922	0,225127073471318	ENSG00000011275.18	RNF216	NC
TTC19	54902	ENSG00000011295	ENSG00000011295.16	41	29	2601	2883	2654	143,651192664108	-0,538616727748267	0,21400938812541	-2,51679018601107	0,01184293307205	0,0305055565759563	ENSG00000011295.16	TTC19	NC
PTBP1	5725	ENSG00000011304	ENSG00000011304.20	120	66	13431	12509	12342	524,850625428217	-1,39675287045666	0,216254255057085	-6,45884572346548	1,05504600623121e-10	1,19089761197299e-09	ENSG00000011304.20	PTBP1	Down
LARS2	23395	ENSG00000011376	ENSG00000011376.12	24	57	2384	1898	1953	138,150652297641	0,0853452025619122	0,478800019765218	0,178248118293231	0,858528121815108	0,920576465797854	ENSG00000011376.12	LARS2	NC
PIK3C2A	5286	ENSG00000011405	ENSG00000011405.13	276	148	4122	4896	4006	516,740097707448	1,3371003971338	0,24220786234808	5,52046652891985	3,38100794069174e-08	2,77106018715178e-07	ENSG00000011405.13	PIK3C2A	Up
PLAUR	5329	ENSG00000011422	ENSG00000011422.12	289	331	19410	17770	18560	1143,17839158113	-0,12266077262195	0,166064541584401	-0,738633132947344	0,460129799298936	0,621192566272828	ENSG00000011422.12	PLAUR	NC
RABGAP1	23637	ENSG00000011454	ENSG00000011454.17	204	64	4833	5138	4198	391,201245781116	0,603002351375376	0,458368157292151	1,31554153966031	0,18832796622407	0,300413639377091	ENSG00000011454.17	RABGAP1	NC
PPP5C	5536	ENSG00000011485	ENSG00000011485.15	6	44	2470	2253	2024	107,832199358671	-0,814422214021819	0,928169365334345	-0,877450004750424	0,38024226282859	0,533232104780758	ENSG00000011485.15	PPP5C	NC
CEP68	23177	ENSG00000011523	ENSG00000011523.14	48	46	996	954	1034	107,888676870134	1,23876776266231	0,298592359683487	4,14869209639332	3,34380193456837e-05	0,000163412261853491	ENSG00000011523.14	CEP68	Up
MAP4K3	8491	ENSG00000011566	ENSG00000011566.15	159	112	2013	2079	1772	314,652231740274	1,879818472443	0,132324135892365	14,2061647315202	8,3896065994153e-46	9,49261908811738e-44	ENSG00000011566.15	MAP4K3	Up
TYROBP	7305	ENSG00000011600	ENSG00000011600.11	655	1552	33744	29119	33625	3114,37189807665	0,916915942727751	0,469160898996321	1,95437417033115	0,0506569830787775	0,10059336987138	ENSG00000011600.11	TYROBP	NC
BRCA1	672	ENSG00000012048	ENSG00000012048.22	66	28	2015	1238	1280	139,411016828937	0,805788774111111	0,422743017107008	1,90609600041517	0,0566377515318943	0,110519958467157	ENSG00000012048.22	BRCA1	NC
ERCC1	2067	ENSG00000012061	ENSG00000012061.15	32	18	2906	2137	3122	125,599405982438	-1,02214992009421	0,347824272336722	-2,93869635154353	0,00329595810257258	0,00993919305500144	ENSG00000012061.15	ERCC1	Down
CD22	933	ENSG00000012124	ENSG00000012124.17	6	31	1772	3738	1256	95,6045733404231	-1,21521901288632	0,891349655584649	-1,36334715032705	0,172773128708524	0,279247930304176	ENSG00000012124.17	CD22	NC
MBTPS2	51360	ENSG00000012174	ENSG00000012174.12	2	28	1835	1767	1417	73,6238982920576	-1,1083120134047	0,967102381439603	-1,14601311575192	0,251789725219411	0,382758839822295	ENSG00000012174.12	MBTPS2	NC
EXTL3	2137	ENSG00000012232	ENSG00000012232.9	18	8	3147	2515	3578	108,416603517508	-2,19844894020185	0,427134822790873	-5,14696724054789	2,64731536673694e-07	1,90468493152981e-06	ENSG00000012232.9	EXTL3	Down
ELOVL5	60481	ENSG00000012660	ENSG00000012660.14	122	130	7831	7695	7060	457,003474962053	-0,154657543169016	0,133251363246773	-1,16064511011869	0,245786252446323	0,375277901639989	ENSG00000012660.14	ELOVL5	NC
ALOX5	240	ENSG00000012779	ENSG00000012779.11	96	146	39051	30443	35478	1184,42398898451	-2,50467166504615	0,301415950754344	-8,30968520006254	9,59562880782481e-17	1,96650932421943e-15	ENSG00000012779.11	ALOX5	Down
KDM5D	8284	ENSG00000012817	ENSG00000012817.15	54	0	10	7859	0	117,535764564642	-0,936927538864739	2,93681889908596	-0,319028026943147	0,749705259953769	0,853121092445804	ENSG00000012817.15	KDM5D	NC
CALCOCO1	57658	ENSG00000012822	ENSG00000012822.16	225	287	17665	15344	16366	936,02354905141	-0,3049954860452	0,203208632502837	-1,50089827527845	0,133381874351297	0,225127073471318	ENSG00000012822.16	CALCOCO1	NC
MAP4K5	11183	ENSG00000012983	ENSG00000012983.11	91	111	5304	4866	5242	350,177390335472	0,113813812119916	0,21385182258601	0,532208754377769	0,594581420353326	0,748314298433967	ENSG00000012983.11	MAP4K5	NC
PSMC4	5704	ENSG00000013275	ENSG00000013275.8	98	38	2954	2711	2632	197,941777968722	0,290635271834155	0,510988598254106	0,568770561275081	0,569511855255195	0,72937959396379	ENSG00000013275.8	PSMC4	NC
MAN2B2	23324	ENSG00000013288	ENSG00000013288.9	42	92	22032	18955	20734	707,586937898431	-2,43030615640712	0,427824604071311	-5,68061334780557	1,34212572878643e-08	1,16062022998595e-07	ENSG00000013288.9	MAN2B2	Down
SLC25A39	51629	ENSG00000013306	ENSG00000013306.16	38	74	5926	5199	5800	263,647763964347	-0,924010357171487	0,356259291281485	-2,59364563896079	0,00949643091256497	0,0251235874671821	ENSG00000013306.16	SLC25A39	NC
MVP	9961	ENSG00000013364	ENSG00000013364.19	40	31	19598	16117	14564	518,705415775939	-3,25974956220602	0,401043151195593	-8,12817661263639	4,35795958343011e-16	8,47849910629688e-15	ENSG00000013364.19	MVP	Down
NUB1	51667	ENSG00000013374	ENSG00000013374.16	104	119	7059	7152	7158	405,229085631232	-0,285263035941109	0,176928904017355	-1,61230318768677	0,106895980001729	0,187229084086456	ENSG00000013374.16	NUB1	NC
PGM3	5238	ENSG00000013375	ENSG00000013375.16	90	68	4372	3593	3484	252,703257391507	0,120746658044934	0,188159389151531	0,641725393505035	0,521051498406592	0,684692244055313	ENSG00000013375.16	PGM3	NC
CLK1	1195	ENSG00000013441	ENSG00000013441.16	132	88	8938	8198	7646	440,491108632236	-0,494869482119001	0,145641420813976	-3,39786222458709	0,000679146136047462	0,00246501496416484	ENSG00000013441.16	CLK1	NC
POLR3B	55703	ENSG00000013503	ENSG00000013503.10	28	41	990	927	834	87,1548241738837	0,975258770067235	0,257402389547599	3,78884893718863	0,000151346904344693	0,00063859779187482	ENSG00000013503.10	POLR3B	NC
ANGEL1	23357	ENSG00000013523	ENSG00000013523.10	60	38	6103	6511	6286	267,059268484292	-1,28183264589901	0,198393133130639	-6,46107365548254	1,03962698002057e-10	1,17631056928853e-09	ENSG00000013523.10	ANGEL1	Down
RNF14	9604	ENSG00000013561	ENSG00000013561.18	70	26	4769	4712	3969	210,1104073088	-0,883791850758662	0,538639387709595	-1,64078578530383	0,100841889992372	0,17825184600033	ENSG00000013561.18	RNF14	NC
HEBP1	50865	ENSG00000013583	ENSG00000013583.10	10	70	3172	2892	2939	176,017477207343	-0,250825104454924	0,84092765080284	-0,298271919368401	0,76549563449615	0,863955541285081	ENSG00000013583.10	HEBP1	NC
GPRC5A	9052	ENSG00000013588	ENSG00000013588.8	109	19	8	26	20	123,366729468701	7,5382606723379	0,793917025158734	9,49502332542965	2,20162084075793e-21	6,60117780120139e-20	ENSG00000013588.8	GPRC5A	Up
CD6	923	ENSG00000013725	ENSG00000013725.14	2	20	1629	2597	2077	85,5946350308638	-1,52726405949918	1,02270515500796	-1,49335715383903	0,135343722172376	0,227937276871269	ENSG00000013725.14	CD6	NC
TACC3	10460	ENSG00000013810	ENSG00000013810.19	43	54	4496	3610	3704	205,755974987368	-0,585460170074734	0,238442184418562	-2,45535483371942	0,0140745585448262	0,0352856979121485	ENSG00000013810.19	TACC3	NC
UFL1	23376	ENSG00000014123	ENSG00000014123.10	60	58	4385	5037	4318	236,286692144326	-0,552407076526664	0,172920322036183	-3,1945758024385	0,00140036504475393	0,00469437825231874	ENSG00000014123.10	UFL1	NC
CAPN1	823	ENSG00000014216	ENSG00000014216.15	12	38	14939	11439	12335	401,625710406234	-3,29326525998095	0,50192732343489	-6,56123925958806	5,33624188988298e-11	6,2380928846495e-10	ENSG00000014216.15	CAPN1	Down
MDH1	4190	ENSG00000014641	ENSG00000014641.19	200	210	19914	18678	18274	946,545299232917	-0,739418079369765	0,158154160869484	-4,67529956407512	2,93524837034586e-06	1,76410314413462e-05	ENSG00000014641.19	MDH1	NC
SLC30A9	10463	ENSG00000014824	ENSG00000014824.14	116	96	4361	4626	4373	340,150401555813	0,373633086284544	0,18199577143186	2,05297674415713	0,0400748330359354	0,0830069140193217	ENSG00000014824.14	SLC30A9	NC
COX15	1355	ENSG00000014919	ENSG00000014919.12	52	34	4348	3323	3901	186,018278148254	-0,778673879700183	0,247819837194543	-3,14209664777122	0,00167742655888107	0,00550638512182398	ENSG00000014919.12	COX15	NC
CCDC88C	440193	ENSG00000015133	ENSG00000015133.19	78	54	819	1073	892	152,560386110938	1,91365621529567	0,209131809776691	9,15047891250526	5,66817021217755e-20	1,51748845854786e-18	ENSG00000015133.19	CCDC88C	Up
YAF2	10138	ENSG00000015153	ENSG00000015153.14	48	36	847	1032	920	96,7330990449403	1,17085740449052	0,301049982265175	3,88924588429036	0,000100556198148559	0,000441264982199984	ENSG00000015153.14	YAF2	Up
ZMYND11	10771	ENSG00000015171	ENSG00000015171.19	122	118	6585	7064	6337	409,028060115824	-0,0730897186976496	0,133506577906141	-0,547461554658633	0,584061676138888	0,741122584144739	ENSG00000015171.19	ZMYND11	NC
WAS	7454	ENSG00000015285	ENSG00000015285.10	36	48	7357	6261	7194	280,830482150681	-1,58148249256524	0,264715427626215	-5,97427398450812	2,31117101760575e-09	2,21217963207874e-08	ENSG00000015285.10	WAS	Down
BID	637	ENSG00000015475	ENSG00000015475.18	121	60	6274	5524	5305	334,721084056902	-0,227650651248872	0,320633172302409	-0,710003427325231	0,477702010827684	0,640052217436807	ENSG00000015475.18	BID	NC
MATR3	9782	ENSG00000015479	ENSG00000015479.19	16	10	275	314	246	31,1297698414844	1,30536192772931	0,33736897101844	3,86924121619342	0,000109174590387869	0,000475686125690798	ENSG00000015479.19	MATR3	Up
NUDCD3	23386	ENSG00000015676	ENSG00000015676.18	30	20	6222	5492	5523	216,080140027497	-1,98437915263315	0,362886538020866	-5,46831845418043	4,54325077695557e-08	3,66357108788413e-07	ENSG00000015676.18	NUDCD3	Down
CHDH	55349	ENSG00000016391	ENSG00000016391.11	2	54	5364	8055	4318	223,715490991132	-1,77965530554282	1,22180376186101	-1,45658031272723	0,145232265381487	0,241750154175083	ENSG00000016391.11	CHDH	NC
CLCA4	22802	ENSG00000016602	ENSG00000016602.9	33	36	2	2	0	63,5254407483465	10,3952969338816	0,794586742170591	13,082645836104	4,13782370210123e-39	3,60141432986932e-37	ENSG00000016602.9	CLCA4	Up
GLT8D1	55830	ENSG00000016864	ENSG00000016864.18	32	38	2927	2731	2772	147,3382506708	-0,588014151274226	0,20775590514533	-2,83031257697776	0,00465025477981279	0,0134387924796902	ENSG00000016864.18	GLT8D1	NC
