	V1	V2	V3	V4	V5	V6
NAME	Case1	Case2	Case3	NegCtrl1	NegCtrl2	NegCtrl3
CLASS_CvsI	Infected	Infected	Infected	Control	Control	Control
	90	126	285	110	80	179
	0	0	0	0	0	0
	300	284	887	397	343	449
	120	132	410	178	117	225
	50	89	210	69	82	171
	0	0	0	0	0	0
	0	0	0	0	0	0
	28	19	91	35	33	62
	333	348	1037	426	394	699
	274	320	894	370	363	631
	0	0	0	0	0	0
	52	60	135	64	49	78
	0	0	0	1	0	1
	1506	1561	4154	1734	1594	2909
	0	0	0	0	0	0
	9815	11514	34587	15711	12173	17775
	0	0	0	0	0	0
	1297	1292	4217	1686	1318	2620
	0	0	0	0	0	0
	239	232	766	237	246	368
	363	401	982	494	467	854
	0	0	0	0	0	0
	0	0	0	0	0	0
	663	631	2147	526	590	1313
	0	2	9	8	4	8
	258	309	716	306	267	528
	402	382	1193	309	319	623
	359	359	859	450	426	789
	1	3	7	3	5	10
	21	10	52	33	23	39
	121	135	303	50	46	143
	2	1	7	0	2	4
	0	0	0	0	1	0
	1	1	2	0	0	5
	597	581	1706	722	703	1326
	0	0	0	0	0	0
	3	0	0	0	0	0
	1	2	0	2	0	4
	4	11	30	9	15	24
	1	2	0	1	0	0
	0	0	0	0	0	0
	222	184	527	181	240	690
	0	0	0	0	0	0
	0	1	0	0	0	2
	128	139	321	135	167	268
	140	148	439	206	157	300
	15	4	28	20	7	46
	0	0	0	0	0	0
	181	170	420	246	225	368
	116	144	313	153	181	253
	0	0	0	0	0	1
	40	45	87	43	38	110
	224	250	743	297	298	482
	817	853	2439	939	752	1554
	183	178	513	227	204	340
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	600	685	1872	771	705	1008
	0	0	0	0	0	0
	69	68	192	95	67	131
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	218	185	654	252	224	408
	2	2	0	1	1	5
	2	2	7	1	2	5
	0	0	0	0	0	0
	2	0	14	1	4	5
	2	6	7	2	4	5
	0	0	0	0	0	0
	337	305	835	322	362	636
	263	332	1075	491	406	701
	0	0	0	0	0	0
	1502	1405	4996	1346	1523	3385
	141	152	474	216	237	315
	0	0	0	0	0	0
	5	1	8	5	12	20
	8	1	7	8	13	13
	77	91	228	120	77	172
	247	304	815	247	305	455
	185	228	635	160	184	388
	2077	2344	6674	2562	2299	3931
	463	511	1349	571	552	1193
	314	351	1070	358	290	581
	273	237	853	315	316	606
	961	1064	2886	1196	1286	2206
	17	30	69	22	36	70
	50	49	178	64	66	75
	0	0	0	1	0	1
	1003	1057	2891	1236	1203	2269
	238	296	729	345	323	456
	107	117	333	155	143	235
	0	0	0	0	0	0
	1	0	0	0	0	0
	98	106	275	118	102	283
	56	81	165	116	86	184
	0	0	0	0	0	0
	25	34	73	37	54	82
	0	0	0	0	0	0
	0	0	0	1	0	1
	0	0	0	0	0	0
	2	8	10	5	7	10
	0	0	1	2	2	0
	0	0	0	0	1	0
	498	400	1360	467	460	1094
	534	578	2149	580	508	776
	8	8	33	11	18	31
	158	185	469	213	244	320
	0	0	0	0	0	0
	0	0	0	0	0	0
	58	71	207	103	99	165
	571	685	2163	840	693	1092
	0	0	0	0	0	0
	5	5	6	4	7	3
	427	506	1591	483	510	813
	0	0	0	0	0	0
	0	0	0	2	0	0
	113	106	270	125	117	243
	1	1	3	0	2	4
	217	216	587	235	248	457
	174	158	329	112	131	264
	377	424	1125	483	462	946
	77	76	214	137	108	152
	0	0	4	0	0	0
	524	595	1606	512	636	965
	410	380	1164	464	445	703
	931	938	2773	1362	1303	1954
	0	0	3	0	0	2
	0	0	0	0	0	0
	0	0	0	0	0	0
	282	270	747	321	262	437
	162	133	396	203	165	268
	7	10	25	7	8	7
	30	36	84	42	38	62
	303	339	793	332	296	498
	13	36	71	22	33	56
	1	0	5	2	0	7
	0	0	2	0	0	0
	62	54	185	114	75	129
	74	82	203	111	108	165
	4	3	16	6	3	10
	1	0	0	0	0	2
	58	79	147	86	56	124
	2	0	3	0	0	2
	0	0	0	0	0	0
	0	2	2	0	1	0
	10779	11325	32117	11466	10239	16641
	0	1	0	0	0	0
	19	18	50	14	6	32
	38	49	183	21	24	30
	0	0	0	0	2	1
	433	460	1333	544	451	757
	0	0	0	0	0	0
	0	0	0	0	0	0
	1	0	6	0	0	0
	0	0	0	0	0	0
	187	178	531	225	185	312
	1922	1736	5192	2012	1789	2562
	845	826	2569	966	849	1357
	4	2	9	1	3	7
	363	283	977	344	313	533
	91	68	225	67	89	129
	2	2	11	9	3	0
	0	0	0	0	0	0
	41	25	81	34	19	41
	137	119	370	138	147	177
	89	99	270	84	111	121
	462	454	1327	486	431	659
	67	74	247	86	79	118
	0	0	0	0	0	0
	1	0	6	1	4	1
	307	198	564	199	264	276
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	868	787	2205	794	745	1217
	0	0	0	0	0	0
	901	854	2646	968	886	1650
	11	6	33	16	18	18
	15	12	46	23	13	30
	0	0	0	0	0	0
	548	610	1918	783	583	826
	556	512	1590	549	551	764
	6	5	7	1	6	9
	323	203	724	278	361	585
	27	18	51	20	21	33
	47	20	73	32	43	42
	0	0	0	0	0	0
	294	292	907	357	299	427
	0	0	0	0	0	0
	1190	1220	3399	1203	1118	1900
	200	208	510	201	195	309
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	41	34	144	49	29	158
	293	306	978	395	323	565
	0	0	0	0	0	0
	10	7	26	25	11	28
	0	0	0	0	0	0
	2	0	4	1	2	11
	0	0	0	0	0	0
	47	60	160	66	70	100
	5371	5869	16694	5668	4383	7401
	72	97	233	130	85	157
	786	914	2323	883	820	1491
	0	1	0	0	0	0
	26	32	80	30	45	61
	393	404	1415	504	433	692
	0	0	0	0	0	0
	98	114	343	110	83	125
	1957	1891	5910	1896	1711	3058
	224	224	566	317	315	457
	47	49	95	31	53	77
	0	0	0	0	0	0
	112	143	368	173	149	226
	0	0	0	0	0	0
	372	332	1048	357	333	489
	3347	3398	10459	3432	2770	4877
	1643	1138	3643	1609	1705	2531
	0	0	5	3	2	1
	31	45	111	54	48	68
	0	0	0	0	0	0
	0	0	0	0	0	0
	1	0	9	0	1	2
	30	33	68	65	58	92
	0	0	0	0	0	0
	0	0	0	0	0	0
	462	530	1302	563	543	891
	997	1116	3170	1254	1068	1727
	219	199	617	256	221	427
	202	182	530	187	179	304
	0	0	0	0	0	0
	587	620	1600	646	644	1143
	304	334	1005	383	313	617
	1651	1550	4791	1807	1808	3561
	857	890	2757	826	992	2307
	33	55	89	52	54	66
	3222	3517	9823	3662	3246	5797
	1	0	0	3	0	0
	0	0	0	0	0	0
	3	0	4	1	0	0
	4	5	3	3	5	11
	0	0	0	0	0	0
	1	1	4	3	1	6
	2104	2342	6301	2309	2062	3892
	2	0	6	0	1	0
	87	91	278	109	112	172
	373	380	1169	397	396	898
	654	622	1837	785	661	1091
	0	0	0	0	0	0
	0	0	0	0	0	0
	14	9	22	13	10	19
	90	122	310	81	53	91
	0	0	0	0	0	0
	0	0	0	0	0	0
	1	0	0	0	0	0
	81	71	154	94	86	212
	0	0	0	0	0	0
	236	238	694	289	241	476
	0	0	0	0	0	0
	53	78	198	88	84	120
	851	977	2558	1035	1111	2127
	227	256	678	284	275	562
	326	336	970	404	300	609
	5	4	8	6	5	10
	16	22	53	18	11	26
	0	0	0	0	0	0
	39	33	124	22	48	95
	0	0	0	0	0	0
	1582	1816	4831	1606	1541	2269
	280	300	754	309	254	600
	2	0	0	0	0	0
	339	318	876	328	308	460
	81	72	249	71	85	147
	148	189	450	194	163	284
	460	441	1274	487	573	990
	386	403	1347	515	408	832
	7701	7276	21185	8530	6778	10250
	0	0	0	0	0	0
	455	510	1373	553	477	792
	0	1	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	372	447	1214	592	477	822
	172	143	415	163	144	407
	12	8	28	9	17	31
	11	19	48	30	24	64
	4	7	34	10	10	9
	19	34	66	25	31	27
	1	3	2	0	5	4
	4	6	11	5	3	4
	1	0	4	3	0	3
	323	319	1001	380	363	582
	2857	3232	9199	2549	2428	4776
	111	173	392	139	102	142
	17	9	38	10	6	35
	550	584	1517	475	504	1125
	456	476	1139	626	505	860
	0	0	0	0	0	0
	186	151	439	124	186	367
	0	0	0	0	0	0
	427	432	1392	510	603	1364
	441	504	1352	508	508	912
	10	9	13	15	13	19
	22	23	81	42	32	64
	333	283	859	331	271	426
	45	64	198	61	49	120
	2804	3099	9501	3614	3098	5871
	381	395	1232	467	489	819
	28	19	54	43	28	51
	717	724	1837	609	591	837
	437	421	1332	561	445	827
	52	71	205	82	95	153
	0	0	0	0	0	0
	1	2	6	4	3	1
	289	264	744	331	303	511
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	388	447	1339	516	503	885
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	10	7	17	9	21	28
	629	677	1786	701	760	1768
	0	0	0	0	0	0
	0	0	0	0	0	0
	164	225	536	244	214	399
	0	0	0	0	0	1
	23	37	92	51	30	60
	823	927	2547	776	955	1940
	0	0	3	0	0	0
	150	176	525	210	236	323
	8	13	28	7	9	9
	201	202	473	236	250	476
	493	510	1451	549	486	920
	15	12	62	18	9	12
	2243	2409	6476	2353	2555	4662
	0	0	0	0	0	0
	0	0	0	0	0	0
	78	77	244	78	89	120
	21	27	97	47	30	95
	56	54	216	118	83	156
	75	96	259	78	114	212
	71	73	246	76	98	180
	1173	1363	3747	1520	1120	1679
	360	322	1066	431	325	758
	686	731	2091	808	712	1153
	0	0	0	0	0	0
	331	388	1153	440	507	1099
	124	150	323	145	145	332
	83	93	289	104	116	236
	0	0	0	0	2	3
	0	0	0	0	0	0
	0	0	0	0	0	0
	29	57	136	36	40	83
	0	0	0	0	0	0
	455	390	1262	475	443	871
	713	852	2024	906	857	1576
	36	41	103	29	12	43
	17	21	51	20	19	47
	318	386	1037	414	447	769
	77	100	231	104	124	190
	172	151	406	154	186	349
	104	122	300	107	100	227
	827	872	2454	912	781	1629
	0	0	0	0	0	0
	1399	1692	4727	2309	1914	2742
	1251	1218	3611	1051	1082	1894
	0	0	0	0	0	0
	323	369	1061	480	444	938
	249	278	837	265	318	598
	208	230	580	293	250	514
	28	28	73	33	33	100
	97	109	293	97	95	206
	841	900	2579	871	852	1603
	107	122	394	152	125	244
	959	1108	3108	1244	1047	1658
	285	273	790	313	338	700
	383	435	1133	516	434	741
	119	123	390	144	125	175
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	3	4	9	3	8	1
	2	1	5	2	3	1
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	2
	11	12	22	8	23	9
	23	28	58	27	19	61
	0	0	0	0	0	0
	644	770	2102	720	766	1419
	706	735	2279	858	756	1260
	0	0	0	0	0	0
	768	768	2338	866	583	1207
	0	0	0	0	0	0
	724	825	2389	908	789	1318
	98	104	224	119	122	196
	0	0	0	0	0	0
	1625	1664	4672	1728	1728	3466
	0	0	0	0	0	0
	390	368	1299	421	457	734
	72	75	244	60	56	67
	0	0	0	0	0	0
	107	88	260	111	113	204
	4204	4293	12884	4921	4353	7809
	252	230	703	321	289	459
	190	221	626	263	196	432
	1022	1086	2989	1064	886	1644
	1383	1432	4770	1871	1756	2886
	708	786	1938	852	828	1712
	895	970	2726	1047	1034	1809
	1955	2193	6511	2834	2258	3642
	79	98	312	130	137	233
	54	42	106	63	76	162
	2	1	11	5	6	6
	1715	1890	5772	2016	1952	3269
	596	621	1742	650	666	1205
	190	185	598	180	255	480
	6	10	62	19	19	17
	93	110	389	130	125	174
	0	0	0	1	0	0
	0	4	0	2	6	1
	0	0	6	1	1	1
	0	0	0	0	0	0
	438	379	1145	535	507	1005
	161	144	456	194	180	259
	0	0	0	0	0	0
	0	0	0	0	0	0
	324	363	985	362	367	703
	3	1	7	5	4	2
	0	0	0	0	0	0
	0	1	0	0	0	3
	0	0	1	0	0	0
	392	415	1209	491	460	831
	0	0	0	0	0	0
	2681	2497	6323	2733	2107	3261
	998	1079	2927	1211	1176	2287
	421	408	1199	505	450	885
	454	485	1415	497	509	832
	165	169	518	210	150	257
	0	0	0	0	0	6
	5	0	0	0	0	1
	0	0	0	0	0	0
	133	132	366	169	174	307
	127	175	424	166	152	296
	28	22	59	36	47	57
	234	240	727	279	328	762
	4	10	19	7	5	8
	665	667	2007	866	832	1391
	0	0	1	0	0	0
	0	0	0	0	0	0
	0	0	3	0	0	3
	283	290	824	269	286	721
	2	6	20	11	1	16
	1	0	0	0	0	0
	91	90	216	91	128	146
	0	1	1	0	0	1
	184	160	475	180	180	347
	7	3	30	4	4	28
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	321	336	887	376	327	553
	0	0	0	0	0	0
	171	239	537	280	300	417
	46	51	116	76	36	87
	3142	3379	10416	4120	3060	5672
	22	17	40	21	18	33
	0	0	0	0	0	0
	837	823	2335	821	856	2551
	0	0	0	0	1	0
	78	78	248	65	82	166
	3813	3864	9989	4261	4194	7498
	0	0	0	0	0	0
	61	70	162	83	99	122
	0	0	0	0	0	0
	1326	1257	3727	1608	1390	2784
	0	0	0	0	0	0
	1240	1260	3817	1323	1147	2344
	252	244	748	300	261	423
	168	156	381	134	155	323
	46	49	154	87	65	91
	0	0	0	0	0	0
	0	0	0	0	0	0
	12	26	61	24	28	24
	0	0	0	0	0	0
	262	266	830	371	373	685
	45	29	124	50	58	93
	193	218	539	207	160	279
	181	169	440	110	162	475
	949	1052	2421	1088	1153	1949
	6	8	36	12	3	6
	5	1	5	5	2	1
	0	0	0	0	0	0
	147	126	309	146	175	333
	0	0	0	0	0	0
	0	0	0	0	0	0
	6	11	45	13	11	15
	53	66	228	97	89	117
	0	0	2	0	2	0
	1182	1301	3751	1430	1443	2871
	96	105	366	132	154	254
	0	0	0	0	0	6
	7	9	9	15	8	13
	1	0	4	2	1	0
	364	366	873	459	471	885
	434	495	1422	482	332	528
	2517	2477	7584	2761	2513	4595
	0	0	0	0	0	0
	8	4	3	2	1	6
	4782	5244	16815	7222	5983	10032
	263	301	745	299	304	447
	818	884	2191	911	908	1492
	203	199	553	248	266	429
	0	0	0	0	0	0
	208	283	824	326	295	535
	175	181	531	196	202	363
	588	634	1647	609	632	1159
	2	1	4	2	3	3
	1	0	0	0	1	0
	208	193	520	143	223	395
	1	2	3	0	4	1
	3	3	2	3	5	4
	0	0	0	0	0	0
	2329	2520	7028	2946	2821	4125
	50	41	148	65	38	104
	193	158	466	193	222	440
	67	76	198	90	88	134
	152	160	483	249	198	370
	0	0	0	0	0	0
	172	138	541	207	209	335
	97	113	303	130	136	240
	114	110	351	120	137	225
	867	980	2733	1122	1006	1817
	461	533	1471	506	569	1183
	3	2	12	2	2	5
	168	143	463	138	188	489
	30	29	85	34	42	55
	357	344	1128	399	438	771
	3	2	5	0	0	6
	216	228	673	205	255	515
	3	5	12	6	2	2
	79	94	279	141	127	213
	0	0	0	0	0	0
	91	105	257	90	136	140
	2	0	0	2	0	2
	248	284	831	371	296	552
	571	629	1692	773	694	1285
	998	1187	3362	1282	1040	1951
	1048	1176	3262	1291	1196	1935
	83	103	275	97	112	252
	1108	1041	2989	1136	1064	1959
	0	0	0	0	0	2
	444	449	1249	541	592	1189
	0	0	0	0	0	0
	16	8	18	12	8	22
	208	175	520	215	238	413
	126	150	392	153	163	391
	189	168	528	208	226	376
	0	0	0	0	0	0
	0	1	0	0	0	0
	61	58	171	32	36	355
	0	0	0	0	0	0
	653	739	1960	943	769	1263
	337	336	1230	484	430	1502
	0	0	0	0	0	0
	63	91	272	116	105	193
	157	154	472	143	128	187
	25	27	85	21	20	48
	267	275	756	330	323	617
	244	244	703	214	250	604
	2211	2027	5621	2217	1855	3189
	0	0	0	0	0	0
	2	3	21	8	6	12
	0	0	0	0	0	0
	151	152	413	181	171	316
	73	78	150	47	53	59
	0	1	0	4	1	2
	0	0	1	0	0	0
	1	2	0	0	0	0
	1	1	4	6	1	5
	743	813	2158	1054	833	1575
	173	190	490	206	160	298
	475	478	1251	552	484	719
	1	1	3	0	0	0
	166	229	645	292	249	406
	282	287	902	312	292	598
	263	301	861	386	383	613
	1581	1857	4980	1998	1767	2833
	936	940	2882	1144	977	1964
	147	169	416	244	205	318
	1	4	15	5	8	8
	53	59	205	77	80	134
	1	1	2	1	1	1
	1397	1382	4029	1573	1280	2100
	0	0	0	0	0	0
	198	166	501	144	178	350
	1406	1399	4208	1677	1347	2243
	5	4	17	16	9	28
	121	109	269	141	117	197
	0	0	0	0	0	0
	0	0	0	0	0	0
	7	16	30	9	17	15
	0	0	0	0	0	0
	6	2	11	10	2	14
	2291	2056	6442	2527	1962	3465
	152	161	445	221	182	381
	322	319	1059	345	388	810
	176	197	529	214	198	382
	243	226	747	316	351	608
	2	2	0	2	2	4
	0	0	0	0	0	0
	66	43	202	9	12	8
	3153	3462	9444	3844	3292	4307
	258	170	659	210	239	342
	5	5	7	1	2	4
	7	4	10	1	8	7
	195	204	586	257	208	338
	7	6	25	6	8	9
	311	344	787	282	256	415
	0	0	0	0	0	0
	793	796	2338	922	967	1974
	0	0	0	0	0	0
	0	0	0	0	0	0
	602	699	1923	720	637	1312
	8	4	22	4	4	8
	899	843	2637	1016	907	1456
	0	0	1	0	0	1
	53	58	153	68	52	71
	1	4	2	4	2	7
	644	578	2075	879	759	1077
	1	2	0	0	1	0
	2282	2189	6451	2542	2419	4186
	124	146	418	236	193	351
	3034	3142	9271	3696	3428	6252
	4	5	4	8	8	4
	0	0	0	0	0	0
	897	763	1998	850	713	1166
	5122	5877	16389	6448	4714	7898
	28	20	86	47	46	60
	3315	3599	9699	3704	3723	6977
	905	1058	3258	1175	1080	1973
	5	3	13	4	4	1
	26	29	77	37	24	67
	170	180	520	151	222	467
	99	105	298	122	104	206
	331	328	961	365	364	559
	494	468	1431	462	405	841
	168	150	446	177	199	419
	1326	1496	4115	1741	1396	2392
	489	439	1296	486	482	1065
	301	287	786	341	298	477
	60	62	234	74	71	81
	4	2	21	3	4	2
	529	289	993	332	444	653
	2439	2586	7704	2974	2651	4037
	0	0	0	0	0	0
	0	0	0	0	0	0
	37	48	104	83	147	199
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	11529	12955	34402	16861	14252	21398
	0	1	7	1	1	0
	2	2	1	6	2	1
	828	852	2394	1236	1046	1729
	0	0	0	0	0	0
	1793	1903	5424	2287	2151	3681
	66	81	237	114	120	145
	0	0	0	0	0	0
	1127	939	2776	1053	1062	1586
	0	0	0	0	0	0
	3	7	23	11	6	6
	1	1	0	0	2	0
	122	149	405	165	154	311
	0	0	0	0	0	0
	9	12	43	17	20	37
	505	562	1572	691	633	954
	212	268	681	337	284	447
	466	517	1325	580	567	1151
	0	0	0	0	0	0
	30	20	99	34	35	41
	660	614	1862	670	713	1102
	1707	1895	5035	2213	1927	3058
	44	36	70	27	44	58
	1758	1710	4702	1856	2170	2783
	1795	2085	5667	2252	1876	3599
	4909	5642	15539	6141	5396	8785
	0	0	1	0	0	4
	7259	7836	21877	8918	7564	11657
	0	0	3	4	1	0
	745	602	1780	688	686	1012
	24	33	115	37	37	45
	3830	4575	12276	5468	4435	7247
	0	0	0	0	0	0
	493	548	1643	732	634	1043
	1	0	0	0	0	0
	1	0	0	1	0	1
	7	3	13	12	1	8
	15	27	45	22	18	20
	54	74	187	88	98	137
	0	3	3	0	0	0
	422	457	1272	564	453	708
	454	471	1308	590	547	1069
	38	25	100	48	64	94
	0	0	0	0	0	3
	5	0	14	1	8	1
	201	152	465	186	188	352
	30	23	51	20	22	24
	498	437	1457	567	489	734
	674	692	2124	754	630	1240
	977	1055	3143	535	419	710
	0	0	15	1	0	2
	18	11	42	20	26	49
	1	1	0	0	3	0
	3	2	2	3	3	12
	285	265	824	309	267	367
	39	45	132	50	55	71
	473	410	1238	474	390	642
	7	3	6	11	16	7
	63	38	171	60	70	120
	165	113	442	174	194	246
	1827	2109	5904	2281	1903	3171
	0	0	0	0	0	0
	497	486	1515	516	447	670
	7	6	20	11	14	16
	970	950	2746	980	769	1364
	472	454	1435	541	433	826
	1234	1478	4677	2077	1567	2549
	0	0	0	0	0	0
	10	6	28	7	10	16
	2	4	28	7	5	18
	0	2	0	0	0	0
	1	1	0	0	0	0
	1	0	0	0	0	0
	3	1	2	3	2	3
	0	0	0	0	0	3
	2	4	15	10	3	4
	0	3	0	0	2	1
	0	0	0	0	0	0
	0	0	3	0	0	0
	4	7	4	2	5	9
	4	2	11	4	3	1
	3	4	0	3	5	3
	0	3	2	0	0	4
	4	6	5	11	4	14
	14	21	62	42	22	40
	0	0	0	0	0	0
	11	10	22	11	21	17
	2	0	3	2	3	0
	2	0	12	1	0	0
	10	9	33	14	17	6
	1	0	1	0	2	4
	3	1	5	0	2	1
	0	1	5	1	2	0
	1	2	5	3	1	5
	1	1	4	3	0	0
	4	4	2	2	4	3
	4	2	0	1	1	1
	1	0	0	1	0	1
	4	6	5	8	4	5
	10	15	28	11	17	32
	0	0	0	0	0	0
	5	6	24	7	12	1
	0	0	0	0	0	0
	1259	1553	4224	1781	1461	2371
	1	1	1	0	0	2
	8	11	16	5	5	12
	1	0	3	2	2	0
	3	7	13	4	0	3
	6	5	16	12	4	9
	6	1	9	2	6	4
	1	1	4	4	1	3
	9	3	8	6	6	12
	2	6	9	7	4	9
	6	3	21	12	10	19
	30	21	64	49	34	38
	7	3	7	4	5	6
	30	54	139	81	58	127
	4	6	9	6	7	11
	5	8	22	5	2	15
	29	29	82	57	34	61
	35	41	76	27	39	35
	24	25	79	34	37	70
	0	0	0	0	0	0
	19	17	60	16	17	21
	251	216	620	281	209	340
	0	1	4	2	2	0
	5	10	23	9	5	15
	2954	3311	9531	3536	3069	4978
	0	0	0	0	0	1
	695	708	2240	745	640	988
	121	91	303	108	89	134
	462	359	902	371	427	530
	410	368	1137	374	386	549
	1851	1583	4799	1793	1957	2591
	0	0	0	0	0	0
	20	12	42	14	6	18
	358	379	1156	372	386	819
	525	616	1569	873	664	1215
	690	736	2342	849	973	1670
	201	167	668	168	104	238
	84	106	214	168	177	243
	129	149	459	192	151	260
	0	0	0	0	0	0
	527	516	1472	656	588	1192
	0	0	0	0	0	0
	0	0	0	0	0	0
	632	603	1742	674	604	1089
	2	3	1	1	1	6
	98	107	316	90	57	119
	0	0	1	0	0	0
	625	586	1687	504	487	734
	7	3	9	2	4	17
	1703	2007	6167	2447	1910	3393
	759	853	2454	967	795	1428
	1	0	0	0	1	1
	1543	1649	4675	1892	1695	2877
	0	0	0	0	0	0
	21	20	38	15	11	35
	0	0	0	0	0	0
	10	22	43	28	29	64
	266	292	846	383	331	558
	0	0	0	0	0	0
	0	0	0	0	0	0
	8	10	22	9	8	11
	0	0	0	0	0	0
	2	1	5	1	0	0
	444	532	1664	729	550	852
	0	0	0	0	0	0
	2	2	6	1	0	0
	0	0	0	0	0	0
	1	1	3	1	5	7
	0	0	0	0	0	0
	549	597	1667	683	553	1126
	0	1	0	0	0	0
	526	594	1498	365	368	585
	249	231	807	256	212	397
	1467	1523	4637	1671	1419	2330
	308	335	916	273	253	438
	159	147	480	146	143	233
	197	197	547	228	205	281
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	1831	2012	5731	2273	2279	4418
	1029	1062	3000	997	1034	1665
	85	97	352	107	115	169
	5	5	10	5	2	9
	224	230	616	340	310	577
	120	137	337	118	131	212
	1014	921	2804	1055	842	1375
	3	6	7	9	16	12
	0	0	1	6	0	0
	0	0	0	0	0	0
	0	0	2	2	0	0
	5	2	5	1	2	3
	173	109	351	147	159	232
	969	833	2744	1009	942	1438
	319	277	710	237	236	303
	4754	4330	14468	5192	4408	6778
	4857	4443	13450	5712	5268	8229
	3646	3203	9471	3615	3188	4753
	6	3	16	2	3	6
	447	567	1578	604	539	813
	423	458	1337	511	450	821
	151	145	430	165	169	280
	0	0	1	0	0	0
	113	140	341	164	159	200
	22	32	64	8	20	30
	2979	3378	10041	4633	4657	5872
	5215	4470	14280	2378	2178	3366
	872	837	2526	885	678	1079
	131	140	383	145	124	219
	5279	5412	14695	5968	5480	8406
	0	0	0	0	0	0
	0	0	0	0	0	0
	197	196	632	255	265	359
	4322	4214	11944	6034	6315	8819
	680	693	1995	1072	1062	1407
	371	322	1097	426	361	520
	1329	1530	4626	1722	1277	2400
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	7	0	0	0
	381	458	1252	540	494	769
	458	419	1170	544	527	1017
	1247	1282	3890	1639	1421	1984
	170	163	466	170	172	264
	0	0	0	0	0	0
	0	0	0	0	0	0
	3600	3633	11063	4065	3405	5418
	386	387	1001	369	360	694
	329	373	1082	410	337	600
	383	450	1268	547	443	703
	1	1	1	0	0	2
	0	0	0	0	0	0
	0	0	0	0	1	0
	2	0	0	0	0	0
	0	0	7	0	0	6
	73	82	243	71	78	168
	0	0	0	0	0	0
	0	0	0	1	0	0
	183	225	612	247	229	347
	0	0	0	0	0	0
	754	786	2104	677	724	1095
	805	812	2601	814	707	1083
	4	4	6	5	0	6
	0	0	0	0	0	0
	161	186	450	209	155	349
	35	34	93	33	25	57
	2145	2252	6858	2908	2472	3885
	0	0	0	0	0	0
	1575	1640	4710	1825	1558	2632
	310	340	1021	377	411	1096
	0	0	0	0	0	0
	0	0	5	1	2	3
	22	17	84	32	30	38
	853	940	2960	1141	896	1710
	177	210	643	212	222	402
	27	17	71	14	14	28
	154	130	402	141	134	180
	1	2	5	0	1	1
	775	905	2648	1023	851	1523
	669	780	2167	1045	862	1325
	0	0	0	0	0	0
	0	2	3	0	0	0
	73	77	185	84	84	107
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	260	216	692	192	366	1234
	140	83	275	137	135	161
	92	112	240	129	130	298
	349	315	945	418	352	670
	2570	2596	6963	2512	2343	3637
	867	791	2531	643	642	1076
	1165	1184	3274	1215	1165	2073
	1	0	0	0	0	0
	510	536	1615	546	480	890
	0	0	0	0	0	0
	0	0	0	0	0	0
	84	73	250	125	63	137
	0	0	0	0	0	0
	0	0	0	0	0	0
	155	190	533	219	191	328
	9	13	8	10	4	11
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	0	0	0	0	0	0
	220	222	643	176	181	268
	19	19	46	23	29	52
	0	0	0	0	0	1
	0	0	0	0	0	0
	7614	8367	25065	9322	7935	14570
	2	0	2	5	4	3
	725	731	2235	840	789	1523
	1010	962	2664	981	817	1202
	0	0	0	0	0	0
	212	283	711	293	197	406
	1864	1661	5247	1646	1590	2411
	583	586	1862	499	449	756
	1451	1314	3721	999	1201	1857
	2902	2943	9313	3308	2977	4588
	4	6	14	6	5	4
	340	340	999	395	344	547
	3048	3042	8505	3458	3221	4761
	0	0	0	0	0	0
	64	82	178	117	99	157
	65	88	233	96	66	123
	0	0	0	0	0	0
	199	197	694	205	183	323
	0	0	0	0	0	0
	376	349	1152	412	371	641
	407	376	1137	488	428	783
	0	0	1	0	1	0
	9	3	19	5	12	14
	0	0	0	0	0	0
	0	0	0	0	0	0
	419	398	1272	448	520	747
	0	0	0	0	0	0
	9	0	1	0	1	1
	1015	1076	3041	1369	1135	1615
	0	3	3	0	2	5
	0	0	0	0	0	0
	0	0	0	2	0	0
	54	53	184	67	65	93
